material_id,material_name,material_application,climate_zone,durability_requirement,budget_constraint,supplier_name,availability_status,lead_time_days,project_type,project_specifications_match_score,sustainability_focus,supplier_contact_number
MAT3023,Limestone,Flooring,Other,10-25 years,Economy,Supplier_14,Limited,47,Industrial plants,0.71,Eco-friendly,+91 8073534258
MAT3024,Marble,Decorative,Industrial,50+ years,Premium,Supplier_57,Limited,25,Bridges,0.98,Eco-friendly,+91 9189872626
MAT3025,Paint,Other,Moderate,10-25 years,Standard,Supplier_44,Out of Stock,58,Airports,0.92,Standard,+91 9090351901
MAT3026,Granite,Finishing,Other,25-50 years,Luxury,Supplier_8,Out of Stock,39,Other,0.1,Eco-friendly,+91 8464226483
MAT3027,Copper,Finishing,Humid,50+ years,Premium,Supplier_63,Out of Stock,6,Other,0.02,Eco-friendly,+91 8654346090
MAT3028,Ceramic Tile,Decorative,Hot,25-50 years,Economy,Supplier_19,In Stock,35,Roads and highways,0.88,Standard,+91 7314006623
MAT3029,Adhesive,Structural,Urban,10-25 years,Economy,Supplier_16,Limited,40,Roads and highways,0.61,Standard,+91 8065031990
MAT3030,Brick,Other,Hot,25-50 years,Economy,Supplier_10,Out of Stock,35,Bridges,0.71,Standard,+91 9321334334
MAT3031,Wood,Decorative,Rural,50+ years,Luxury,Supplier_12,Out of Stock,22,Tunnels,0.91,Eco-friendly,+91 8882665594
MAT3032,Clay,Decorative,Hot,25-50 years,Standard,Supplier_14,In Stock,35,Residential,0.09,Standard,+91 8073534258
MAT3033,Fiber,Structural,Hot,10-25 years,Economy,Supplier_93,Limited,40,Roads and highways,0.43,Standard,+91 7108254575
MAT3034,Glass,Finishing,Rural,50+ years,Premium,Supplier_64,In Stock,3,Airports,0.56,Standard,+91 7136693152
MAT3035,Cement,Insulation,Urban,5-10 years,Luxury,Supplier_17,In Stock,58,Infrastructure,0.35,Standard,+91 8388837996
MAT3036,Steel,Decorative,Hot,5-10 years,Premium,Supplier_25,Out of Stock,52,Tunnels,0.28,Eco-friendly,+91 8713885374
MAT3037,Aluminum,Other,Humid,5-10 years,Standard,Supplier_64,In Stock,34,High-rise buildings,0.69,Eco-friendly,+91 7136693152
MAT3038,Gypsum,Structural,Cold,50+ years,Economy,Supplier_58,Out of Stock,53,High-rise buildings,0.81,Standard,+91 8538848385
MAT3039,PVC,Structural,Dry,5-10 years,Economy,Supplier_62,Limited,45,Other,0.29,Standard,+91 9124597330
MAT3040,Bitumen,Finishing,Coastal,50+ years,Luxury,Supplier_66,Limited,14,Marine structures,0.02,Standard,+91 8512956476
MAT3041,Asphalt,Insulation,Humid,5-10 years,Luxury,Supplier_49,In Stock,49,Infrastructure,0.6,Eco-friendly,+91 7981454092
MAT3042,Sandstone,Finishing,Moderate,50+ years,Luxury,Supplier_95,Out of Stock,1,Industrial plants,0.58,Eco-friendly,+91 9970401522
MAT3043,Concrete,Insulation,Other,5-10 years,Economy,Supplier_46,Limited,33,Roads and highways,0.76,Eco-friendly,+91 9553802633
MAT3044,Plaster,Other,Humid,10-25 years,Economy,Supplier_91,Limited,30,Industrial plants,0.42,Eco-friendly,+91 9064495443
MAT3045,Vinyl,Finishing,Urban,50+ years,Standard,Supplier_1,Out of Stock,59,Marine structures,0.98,Standard,+91 9821243845
MAT3046,Laminate,Flooring,Coastal,5-10 years,Economy,Supplier_11,Limited,27,Other,0.39,Eco-friendly,+91 7562411160
MAT3047,Bamboo,Other,Coastal,50+ years,Standard,Supplier_4,Out of Stock,38,Commercial,0.91,Standard,+91 9985896477
MAT3048,Recycled Plastic,Decorative,Rural,5-10 years,Standard,Supplier_58,Limited,27,Marine structures,0.38,Standard,+91 8538848385
MAT3049,Polycarbonate,Finishing,Urban,50+ years,Luxury,Supplier_55,Out of Stock,31,Infrastructure,0.47,Eco-friendly,+91 9963010084
MAT3050,Acrylic,Other,Moderate,10-25 years,Economy,Supplier_8,Out of Stock,43,Tunnels,0.42,Eco-friendly,+91 8464226483
MAT3051,Foam,Flooring,Other,25-50 years,Premium,Supplier_80,Limited,11,Bridges,0.46,Eco-friendly,+91 8234607783
MAT3052,Rubber,Flooring,Coastal,50+ years,Economy,Supplier_16,In Stock,59,Airports,0.98,Eco-friendly,+91 8065031990
MAT3053,Other,Structural,Urban,10-25 years,Luxury,Supplier_86,Limited,31,Airports,0.51,Standard,+91 9450871641
MAT3054,Limestone,Insulation,Dry,25-50 years,Luxury,Supplier_37,Limited,23,Other,0.08,Standard,+91 9513313120
MAT3055,Marble,Other,Mountain,5-10 years,Economy,Supplier_11,Limited,34,Residential,0.22,Standard,+91 7562411160
MAT3056,Paint,Flooring,Dry,50+ years,Luxury,Supplier_18,Limited,50,Marine structures,0.68,Eco-friendly,+91 8911997440
MAT3057,Granite,Finishing,Industrial,10-25 years,Premium,Supplier_12,In Stock,23,Roads and highways,0.68,Standard,+91 8882665594
MAT3058,Copper,Facade,Hot,5-10 years,Luxury,Supplier_99,In Stock,53,Commercial,0.48,Standard,+91 7026320860
MAT3059,Ceramic Tile,Insulation,Humid,50+ years,Standard,Supplier_5,Out of Stock,18,Marine structures,0.21,Eco-friendly,+91 7740385731
MAT3060,Adhesive,Facade,Dry,5-10 years,Economy,Supplier_74,Out of Stock,5,Marine structures,0.71,Eco-friendly,+91 7134476577
MAT3061,Brick,Flooring,Cold,50+ years,Standard,Supplier_72,Out of Stock,21,Industrial plants,0.28,Eco-friendly,+91 7818119199
MAT3062,Wood,Decorative,Cold,50+ years,Standard,Supplier_57,In Stock,37,Marine structures,0.11,Standard,+91 9189872626
MAT3063,Clay,Other,Dry,10-25 years,Economy,Supplier_31,Limited,57,Other,0.63,Eco-friendly,+91 9023009642
MAT3064,Fiber,Insulation,Cold,10-25 years,Luxury,Supplier_15,Limited,35,Other,0.87,Standard,+91 9855764195
MAT3065,Glass,Structural,Mountain,10-25 years,Premium,Supplier_76,In Stock,13,Commercial,0.21,Eco-friendly,+91 7852225914
MAT3066,Cement,Facade,Mountain,10-25 years,Standard,Supplier_22,In Stock,25,High-rise buildings,0.61,Eco-friendly,+91 9800188482
MAT3067,Steel,Structural,Urban,10-25 years,Premium,Supplier_71,Limited,59,Marine structures,0.42,Standard,+91 9665352711
MAT3068,Aluminum,Other,Moderate,50+ years,Standard,Supplier_68,In Stock,7,Infrastructure,0.87,Standard,+91 7549116721
MAT3069,Gypsum,Decorative,Humid,5-10 years,Economy,Supplier_75,In Stock,59,Roads and highways,0.58,Standard,+91 7255077357
MAT3070,PVC,Other,Rural,25-50 years,Luxury,Supplier_28,Out of Stock,30,Tunnels,0.09,Eco-friendly,+91 8232645989
MAT3071,Bitumen,Finishing,Cold,5-10 years,Standard,Supplier_87,Out of Stock,48,Tunnels,0.45,Eco-friendly,+91 9193943710
MAT3072,Asphalt,Other,Cold,50+ years,Standard,Supplier_78,Limited,41,Other,0.59,Standard,+91 8082914235
MAT3073,Sandstone,Structural,Rural,50+ years,Luxury,Supplier_80,Limited,59,Tunnels,0.94,Standard,+91 8234607783
MAT3074,Concrete,Finishing,Rural,5-10 years,Standard,Supplier_2,In Stock,42,Roads and highways,0.04,Eco-friendly,+91 9176504598
MAT3075,Plaster,Facade,Dry,5-10 years,Luxury,Supplier_62,Out of Stock,2,Airports,0.98,Eco-friendly,+91 9124597330
MAT3076,Vinyl,Flooring,Humid,50+ years,Luxury,Supplier_10,Limited,39,Residential,0.42,Standard,+91 9321334334
MAT3077,Laminate,Insulation,Rural,10-25 years,Luxury,Supplier_95,Limited,44,High-rise buildings,0.13,Eco-friendly,+91 9970401522
MAT3078,Bamboo,Flooring,Urban,25-50 years,Standard,Supplier_13,Limited,48,Commercial,0.8,Eco-friendly,+91 8348536286
MAT3079,Recycled Plastic,Facade,Coastal,25-50 years,Premium,Supplier_96,Out of Stock,8,Roads and highways,0.04,Eco-friendly,+91 8913440148
MAT3080,Polycarbonate,Facade,Other,5-10 years,Luxury,Supplier_9,In Stock,30,High-rise buildings,0.67,Eco-friendly,+91 8602792578
MAT3081,Acrylic,Flooring,Rural,50+ years,Standard,Supplier_59,Limited,51,Tunnels,0.03,Eco-friendly,+91 8073945840
MAT3082,Foam,Decorative,Industrial,10-25 years,Economy,Supplier_15,Limited,13,Marine structures,0.1,Standard,+91 9855764195
MAT3083,Rubber,Other,Other,10-25 years,Premium,Supplier_19,Out of Stock,7,Bridges,0.8,Eco-friendly,+91 7314006623
MAT3084,Other,Flooring,Mountain,5-10 years,Economy,Supplier_60,Out of Stock,47,Marine structures,0.95,Standard,+91 7340314826
MAT3085,Limestone,Insulation,Hot,10-25 years,Economy,Supplier_53,In Stock,11,Roads and highways,0.38,Eco-friendly,+91 7870047913
MAT3086,Marble,Other,Cold,50+ years,Luxury,Supplier_30,Limited,24,Roads and highways,0.63,Standard,+91 9297528863
MAT3087,Paint,Finishing,Moderate,10-25 years,Luxury,Supplier_95,Out of Stock,39,Bridges,0.33,Standard,+91 9970401522
MAT3088,Granite,Structural,Humid,10-25 years,Luxury,Supplier_13,Limited,23,Tunnels,0.4,Eco-friendly,+91 8348536286
MAT3089,Copper,Structural,Moderate,50+ years,Standard,Supplier_75,Out of Stock,13,Industrial plants,0.3,Eco-friendly,+91 7255077357
MAT3090,Ceramic Tile,Structural,Humid,50+ years,Economy,Supplier_96,Limited,3,High-rise buildings,0.88,Standard,+91 8913440148
MAT3091,Adhesive,Finishing,Industrial,5-10 years,Premium,Supplier_35,Limited,1,Other,0.35,Eco-friendly,+91 7672697773
MAT3092,Brick,Structural,Other,10-25 years,Economy,Supplier_41,In Stock,10,Marine structures,0.14,Eco-friendly,+91 7742047658
MAT3093,Wood,Structural,Industrial,10-25 years,Economy,Supplier_22,In Stock,57,Industrial plants,0.34,Eco-friendly,+91 9800188482
MAT3094,Clay,Finishing,Coastal,10-25 years,Economy,Supplier_85,Limited,55,Airports,0.97,Eco-friendly,+91 7128338124
MAT3095,Fiber,Facade,Industrial,25-50 years,Standard,Supplier_36,Limited,60,Infrastructure,0.81,Eco-friendly,+91 9803405485
MAT3096,Glass,Finishing,Hot,25-50 years,Standard,Supplier_76,Out of Stock,7,Airports,0.62,Eco-friendly,+91 7852225914
MAT3097,Cement,Decorative,Dry,25-50 years,Economy,Supplier_96,In Stock,3,Industrial plants,0.98,Standard,+91 8913440148
MAT3098,Steel,Insulation,Hot,50+ years,Premium,Supplier_8,Limited,1,Commercial,0.3,Standard,+91 8464226483
MAT3099,Aluminum,Insulation,Mountain,10-25 years,Premium,Supplier_86,Out of Stock,37,Bridges,0.93,Standard,+91 9450871641
MAT3100,Gypsum,Facade,Humid,10-25 years,Luxury,Supplier_80,Out of Stock,4,Other,0.72,Standard,+91 8234607783
MAT3101,PVC,Decorative,Cold,50+ years,Premium,Supplier_35,Limited,14,Residential,0.21,Standard,+91 7672697773
MAT3102,Bitumen,Structural,Rural,50+ years,Standard,Supplier_85,Out of Stock,12,Airports,0.22,Eco-friendly,+91 7128338124
MAT3103,Asphalt,Flooring,Moderate,5-10 years,Standard,Supplier_98,Limited,54,Residential,0.52,Eco-friendly,+91 9267705300
MAT3104,Sandstone,Structural,Mountain,50+ years,Premium,Supplier_11,Out of Stock,44,Airports,0.88,Standard,+91 7562411160
MAT3105,Concrete,Decorative,Dry,50+ years,Luxury,Supplier_56,Out of Stock,13,Bridges,0.87,Standard,+91 7103766984
MAT3106,Plaster,Insulation,Cold,25-50 years,Luxury,Supplier_65,Limited,54,Commercial,0.85,Eco-friendly,+91 7085298648
MAT3107,Vinyl,Finishing,Moderate,25-50 years,Economy,Supplier_77,In Stock,28,Bridges,0.09,Standard,+91 9060217800
MAT3108,Laminate,Facade,Other,50+ years,Economy,Supplier_18,Out of Stock,5,Roads and highways,0.27,Standard,+91 8911997440
MAT3109,Bamboo,Decorative,Cold,10-25 years,Luxury,Supplier_1,Limited,9,High-rise buildings,0.65,Eco-friendly,+91 9821243845
MAT3110,Recycled Plastic,Facade,Cold,50+ years,Luxury,Supplier_4,In Stock,49,Marine structures,0.49,Standard,+91 9985896477
MAT3111,Polycarbonate,Facade,Industrial,25-50 years,Premium,Supplier_63,In Stock,5,Infrastructure,0.35,Eco-friendly,+91 8654346090
MAT3112,Acrylic,Structural,Other,50+ years,Premium,Supplier_57,Limited,15,High-rise buildings,0.35,Eco-friendly,+91 9189872626
MAT3113,Foam,Insulation,Coastal,50+ years,Premium,Supplier_100,Limited,20,Airports,0.18,Eco-friendly,+91 9271768077
MAT3114,Rubber,Flooring,Humid,25-50 years,Economy,Supplier_59,Out of Stock,51,Bridges,0.51,Eco-friendly,+91 8073945840
MAT3115,Other,Other,Humid,25-50 years,Premium,Supplier_30,In Stock,30,High-rise buildings,0.14,Eco-friendly,+91 9297528863
MAT3116,Limestone,Structural,Industrial,25-50 years,Premium,Supplier_16,Limited,5,Commercial,0.36,Standard,+91 8065031990
MAT3117,Marble,Structural,Coastal,25-50 years,Premium,Supplier_18,Limited,24,Bridges,0.96,Standard,+91 8911997440
MAT3118,Paint,Flooring,Mountain,50+ years,Luxury,Supplier_23,Limited,25,High-rise buildings,0.93,Eco-friendly,+91 9315879498
MAT3119,Granite,Structural,Dry,25-50 years,Economy,Supplier_51,Limited,33,Industrial plants,0.96,Standard,+91 8070304578
MAT3120,Copper,Facade,Industrial,25-50 years,Economy,Supplier_57,Out of Stock,5,Bridges,0.57,Standard,+91 9189872626
MAT3121,Ceramic Tile,Other,Rural,25-50 years,Luxury,Supplier_14,Out of Stock,44,Industrial plants,0.81,Eco-friendly,+91 8073534258
MAT3122,Adhesive,Decorative,Coastal,25-50 years,Economy,Supplier_23,In Stock,54,Infrastructure,0.56,Standard,+91 9315879498
MAT3123,Brick,Decorative,Dry,25-50 years,Premium,Supplier_77,Out of Stock,55,Marine structures,0.26,Eco-friendly,+91 9060217800
MAT3124,Wood,Flooring,Humid,50+ years,Luxury,Supplier_9,Out of Stock,11,Industrial plants,0.01,Eco-friendly,+91 8602792578
MAT3125,Clay,Facade,Dry,10-25 years,Standard,Supplier_30,Limited,37,Infrastructure,0.79,Standard,+91 9297528863
MAT3126,Fiber,Decorative,Cold,25-50 years,Standard,Supplier_56,In Stock,36,Infrastructure,0.7,Standard,+91 7103766984
MAT3127,Glass,Insulation,Dry,10-25 years,Premium,Supplier_92,Limited,21,Airports,0.56,Standard,+91 8403005864
MAT3128,Cement,Decorative,Humid,10-25 years,Standard,Supplier_58,Out of Stock,9,Roads and highways,0.54,Eco-friendly,+91 8538848385
MAT3129,Steel,Flooring,Hot,5-10 years,Economy,Supplier_19,In Stock,40,Airports,0.54,Standard,+91 7314006623
MAT3130,Aluminum,Facade,Rural,5-10 years,Standard,Supplier_50,Limited,20,Residential,0.39,Eco-friendly,+91 9224117961
MAT3131,Gypsum,Other,Industrial,25-50 years,Premium,Supplier_99,Limited,16,Commercial,0.06,Standard,+91 7026320860
MAT3132,PVC,Other,Mountain,25-50 years,Premium,Supplier_96,Limited,52,Roads and highways,0.48,Standard,+91 8913440148
MAT3133,Bitumen,Finishing,Rural,5-10 years,Standard,Supplier_15,In Stock,32,Infrastructure,0.75,Standard,+91 9855764195
MAT3134,Asphalt,Finishing,Cold,25-50 years,Standard,Supplier_1,Limited,31,Marine structures,0.09,Standard,+91 9821243845
MAT3135,Sandstone,Facade,Coastal,50+ years,Standard,Supplier_59,Out of Stock,55,High-rise buildings,0.95,Eco-friendly,+91 8073945840
MAT3136,Concrete,Other,Moderate,10-25 years,Economy,Supplier_96,In Stock,24,High-rise buildings,0.73,Eco-friendly,+91 8913440148
MAT3137,Plaster,Facade,Moderate,25-50 years,Luxury,Supplier_31,In Stock,32,Bridges,0.1,Standard,+91 9023009642
MAT3138,Vinyl,Flooring,Coastal,5-10 years,Standard,Supplier_2,In Stock,58,Tunnels,0.65,Standard,+91 9176504598
MAT3139,Laminate,Other,Dry,25-50 years,Luxury,Supplier_37,Out of Stock,9,Commercial,0.44,Standard,+91 9513313120
MAT3140,Bamboo,Decorative,Moderate,50+ years,Luxury,Supplier_6,In Stock,49,Residential,0.98,Eco-friendly,+91 8728518031
MAT3141,Recycled Plastic,Other,Industrial,25-50 years,Premium,Supplier_65,In Stock,41,Industrial plants,0.55,Standard,+91 7085298648
MAT3142,Polycarbonate,Finishing,Other,5-10 years,Standard,Supplier_62,Limited,57,Industrial plants,0.55,Standard,+91 9124597330
MAT3143,Acrylic,Decorative,Coastal,10-25 years,Luxury,Supplier_62,Out of Stock,20,Airports,0.93,Standard,+91 9124597330
MAT3144,Foam,Facade,Coastal,5-10 years,Premium,Supplier_10,Out of Stock,23,Bridges,0.32,Eco-friendly,+91 9321334334
MAT3145,Rubber,Flooring,Mountain,10-25 years,Economy,Supplier_37,Limited,43,Other,0.26,Standard,+91 9513313120
MAT3146,Other,Other,Mountain,25-50 years,Economy,Supplier_96,In Stock,5,Commercial,0.76,Standard,+91 8913440148
MAT3147,Limestone,Other,Hot,50+ years,Standard,Supplier_100,Out of Stock,51,Other,0.32,Standard,+91 9271768077
MAT3148,Marble,Facade,Industrial,5-10 years,Economy,Supplier_29,Out of Stock,10,Bridges,0.84,Standard,+91 8289363518
MAT3149,Paint,Insulation,Industrial,25-50 years,Standard,Supplier_33,In Stock,49,High-rise buildings,0.34,Eco-friendly,+91 8687011225
MAT3150,Granite,Facade,Urban,10-25 years,Premium,Supplier_62,In Stock,45,Commercial,0.93,Standard,+91 9124597330
MAT3151,Copper,Flooring,Hot,50+ years,Economy,Supplier_99,In Stock,33,Commercial,0.28,Eco-friendly,+91 7026320860
MAT3152,Ceramic Tile,Finishing,Mountain,50+ years,Luxury,Supplier_99,Out of Stock,26,High-rise buildings,0.79,Standard,+91 7026320860
MAT3153,Adhesive,Facade,Humid,5-10 years,Premium,Supplier_60,Out of Stock,16,Airports,0.19,Standard,+91 7340314826
MAT3154,Brick,Flooring,Cold,50+ years,Luxury,Supplier_85,In Stock,48,Airports,0.39,Eco-friendly,+91 7128338124
MAT3155,Wood,Finishing,Industrial,5-10 years,Luxury,Supplier_42,In Stock,35,Tunnels,0.09,Eco-friendly,+91 8406306174
MAT3156,Clay,Other,Hot,25-50 years,Luxury,Supplier_99,Limited,4,Other,0.49,Eco-friendly,+91 7026320860
MAT3157,Fiber,Decorative,Moderate,50+ years,Economy,Supplier_20,In Stock,55,Tunnels,0.51,Eco-friendly,+91 7796737492
MAT3158,Glass,Insulation,Hot,50+ years,Premium,Supplier_30,In Stock,11,Residential,0.47,Standard,+91 9297528863
MAT3159,Cement,Decorative,Industrial,50+ years,Premium,Supplier_16,In Stock,40,Commercial,0.21,Eco-friendly,+91 8065031990
MAT3160,Steel,Finishing,Humid,50+ years,Luxury,Supplier_66,Out of Stock,43,Tunnels,0.14,Eco-friendly,+91 8512956476
MAT3161,Aluminum,Flooring,Industrial,10-25 years,Premium,Supplier_23,In Stock,6,Tunnels,0.21,Eco-friendly,+91 9315879498
MAT3162,Gypsum,Structural,Urban,50+ years,Premium,Supplier_52,In Stock,39,Residential,0.13,Eco-friendly,+91 9350399941
MAT3163,PVC,Finishing,Rural,5-10 years,Premium,Supplier_64,Out of Stock,41,Commercial,1,Eco-friendly,+91 7136693152
MAT3164,Bitumen,Facade,Urban,5-10 years,Economy,Supplier_54,Out of Stock,32,Marine structures,0.7,Eco-friendly,+91 9458310307
MAT3165,Asphalt,Finishing,Dry,10-25 years,Luxury,Supplier_18,Out of Stock,18,High-rise buildings,0.42,Eco-friendly,+91 8911997440
MAT3166,Sandstone,Flooring,Cold,5-10 years,Standard,Supplier_72,In Stock,31,Tunnels,0.38,Eco-friendly,+91 7818119199
MAT3167,Concrete,Decorative,Industrial,5-10 years,Luxury,Supplier_89,Out of Stock,25,Commercial,0.78,Standard,+91 9969226517
MAT3168,Plaster,Finishing,Industrial,5-10 years,Economy,Supplier_84,In Stock,60,Commercial,0.56,Standard,+91 9340399355
MAT3169,Vinyl,Flooring,Rural,50+ years,Standard,Supplier_49,Out of Stock,23,Other,0.5,Eco-friendly,+91 7981454092
MAT3170,Laminate,Facade,Rural,5-10 years,Premium,Supplier_95,Limited,30,Tunnels,0.47,Eco-friendly,+91 9970401522
MAT3171,Bamboo,Decorative,Humid,5-10 years,Premium,Supplier_6,Out of Stock,51,Bridges,0.83,Standard,+91 8728518031
MAT3172,Recycled Plastic,Insulation,Moderate,25-50 years,Premium,Supplier_17,Out of Stock,25,Infrastructure,0.37,Standard,+91 8388837996
MAT3173,Polycarbonate,Insulation,Mountain,10-25 years,Standard,Supplier_12,In Stock,50,Industrial plants,0.87,Standard,+91 8882665594
MAT3174,Acrylic,Finishing,Moderate,5-10 years,Luxury,Supplier_98,Out of Stock,7,Bridges,0.88,Standard,+91 9267705300
MAT3175,Foam,Structural,Coastal,25-50 years,Premium,Supplier_75,Out of Stock,18,Airports,0.34,Standard,+91 7255077357
MAT3176,Rubber,Other,Mountain,10-25 years,Premium,Supplier_3,Limited,11,Other,0.42,Eco-friendly,+91 9511694911
MAT3177,Other,Flooring,Coastal,25-50 years,Luxury,Supplier_18,Limited,18,Infrastructure,0.46,Standard,+91 8911997440
MAT3178,Limestone,Insulation,Urban,50+ years,Standard,Supplier_68,Limited,54,Roads and highways,0.21,Standard,+91 7549116721
MAT3179,Marble,Decorative,Cold,10-25 years,Standard,Supplier_20,In Stock,4,Tunnels,0.11,Eco-friendly,+91 7796737492
MAT3180,Paint,Flooring,Urban,5-10 years,Economy,Supplier_7,Out of Stock,37,Commercial,0.54,Eco-friendly,+91 7548899649
MAT3181,Granite,Insulation,Humid,50+ years,Standard,Supplier_11,Out of Stock,51,Tunnels,0.3,Eco-friendly,+91 7562411160
MAT3182,Copper,Other,Coastal,25-50 years,Premium,Supplier_12,In Stock,41,Tunnels,0.05,Eco-friendly,+91 8882665594
MAT3183,Ceramic Tile,Structural,Humid,10-25 years,Premium,Supplier_100,Limited,8,Industrial plants,0.06,Standard,+91 9271768077
MAT3184,Adhesive,Structural,Urban,25-50 years,Economy,Supplier_12,Out of Stock,40,Residential,0.98,Eco-friendly,+91 8882665594
MAT3185,Brick,Flooring,Hot,50+ years,Luxury,Supplier_42,In Stock,58,Airports,0.97,Standard,+91 8406306174
MAT3186,Wood,Facade,Industrial,5-10 years,Standard,Supplier_52,Out of Stock,26,High-rise buildings,0.71,Eco-friendly,+91 9350399941
MAT3187,Clay,Flooring,Moderate,5-10 years,Luxury,Supplier_48,Out of Stock,10,Commercial,0.17,Eco-friendly,+91 9115647592
MAT3188,Fiber,Other,Cold,50+ years,Economy,Supplier_24,Limited,23,Roads and highways,1,Standard,+91 7116226044
MAT3189,Glass,Facade,Dry,25-50 years,Economy,Supplier_81,Limited,37,Roads and highways,0.89,Eco-friendly,+91 8900263885
MAT3190,Cement,Insulation,Moderate,25-50 years,Premium,Supplier_9,Limited,35,Bridges,0.23,Standard,+91 8602792578
MAT3191,Steel,Other,Mountain,25-50 years,Economy,Supplier_89,Limited,32,Roads and highways,0.49,Standard,+91 9969226517
MAT3192,Aluminum,Decorative,Industrial,5-10 years,Economy,Supplier_8,In Stock,23,Infrastructure,0.75,Standard,+91 8464226483
MAT3193,Gypsum,Flooring,Industrial,25-50 years,Premium,Supplier_73,Limited,19,Infrastructure,0.59,Standard,+91 7195736923
MAT3194,PVC,Structural,Industrial,25-50 years,Luxury,Supplier_42,Out of Stock,10,Airports,0.3,Standard,+91 8406306174
MAT3195,Bitumen,Structural,Mountain,5-10 years,Standard,Supplier_76,Limited,44,Industrial plants,0.05,Eco-friendly,+91 7852225914
MAT3196,Asphalt,Insulation,Dry,10-25 years,Luxury,Supplier_55,Out of Stock,27,Roads and highways,0.75,Standard,+91 9963010084
MAT3197,Sandstone,Flooring,Industrial,25-50 years,Economy,Supplier_34,Out of Stock,46,Infrastructure,0.9,Eco-friendly,+91 7166009399
MAT3198,Concrete,Decorative,Humid,25-50 years,Premium,Supplier_22,Limited,53,Tunnels,0.08,Standard,+91 9800188482
MAT3199,Plaster,Insulation,Rural,25-50 years,Standard,Supplier_28,Out of Stock,26,Airports,0.98,Eco-friendly,+91 8232645989
